Architecture,Core_Speed,DVI_Connection,Dedicated,Direct_X,HDMI_Connection,Integrated,L2_Cache,Manufacturer,Max_Power,Memory,Memory_Bandwidth,Memory_Bus,Memory_Speed,Memory_Type,Name,Notebook_GPU,Open_GL,PSU,Pixel_Rate,Power_Connector,Process,ROPs,Release_Date,Resolution_WxH,SLI_Crossfire,Shader,TMUs,Texture_Rate,VGA_Connection
Terascale 2 Cedar PRO,N/A,2,Yes,DX 11,1,No,128KB,AMD,40 Watts,2048 MB,6.4GB/sec,64 Bit,400 MHz,DDR3,Radeon HD 5450 2GB,No,3.2,400 Watt & 22 Amps,3 GPixel/s,None,40nm,4,04-Feb-2010,2560x1600,Yes,5,8,5 GTexel/s,1
GCN 1.0 Tahiti XT,1050 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,250 Watts,3072 MB,273.6GB/sec,384 Bit,1425 MHz,GDDR5,Radeon HD 7970 VTX3D X 3GB Edition,No,4.4,500 Watt & 33 Amps,34 GPixel/s,1x 6-pin + 1x 8-pin,28nm,32,09-Jan-2012,4096x2160,Yes,5,128,134 GTexel/s,0
Terascale 2 Cedar PRO,N/A,1,Yes,DX 11,1,No,128KB,AMD,20 Watts,512 MB,6.4GB/sec,64 Bit,400 MHz,DDR3,Radeon HD 5450 512MB,No,3.2,400 Watt & 22 Amps,3 GPixel/s,None,40nm,4,04-Feb-2010,2560x1600,Yes,5,8,5 GTexel/s,1
GCN 1.0 Tahiti XT,950 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,230 Watts,3072 MB,273.6GB/sec,384 Bit,1425 MHz,GDDR5,Radeon HD 7970 OC Sapphire Edition,No,4.4,500 Watt & 33 Amps,30 GPixel/s,None,28nm,32,01-Mar-2012,4096x2160,Yes,5,128,122 GTexel/s,0
GCN 1.0 Tahiti XT,1100 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,273.6GB/sec,384 Bit,1425 MHz,GDDR5,Radeon HD 7970 PCS+ VORTEXII Edition,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-Apr-2012,4096x2160,Yes,5,128,141 GTexel/s,0
GCN 1.0 Tahiti XT,1050 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,250 Watts,3072 MB,273.6GB/sec,384 Bit,1425 MHz,GDDR5,Radeon HD 7970 PowerColor LCS 3GB Edition,No,4.4,650 Watt & 42 Amps,34 GPixel/s,None,28nm,32,01-Jan-2012,4096x2160,Yes,5,128,134 GTexel/s,0
GCN 1.0 Tahiti XT,1080 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970 GigaByte SOC Edition,No,4.4,650 Watt,35 GPixel/s,None,28nm,32,01-Jun-2012,4096x2160,Yes,5,128,138 GTexel/s,0
GCN 1.0 Tahiti XT,1010 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970 MSI OC Edition,No,4.4,550 Watt,32 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,128,129 GTexel/s,0
GCN 1.0 Tahiti XT2,1100 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,265 Watts,6144 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz Toxic 6GB Edition,No,4.4,N/A,37 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,128,147 GTexel/s,0
GCN 1.0 Tahiti XT,925 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970 HIS IceQ XÂ² Edition,No,4.4,500 Watt,30 GPixel/s,None,28nm,32,01-May-2012,4096x2160,Yes,5,128,118 GTexel/s,0
GCN 1.0 Tahiti XT2,1000 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz Vapor-X 3GB,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,128,141 GTexel/s,0
GCN 1.0 Tahiti XT2,1050 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz XFX Double D Edition,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-Sep-2012,4096x2160,Yes,5,128,141 GTexel/s,0
GCN 1.0 Tahiti XT2,1050 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,6144 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz Vapor-X 6GB Edition,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,128,141 GTexel/s,0
GCN 1.0 Tahiti XT,1000 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,230 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970 OC GigaByte Edition,No,4.4,550 Watt & 40 Amps,32 GPixel/s,None,28nm,32,12-Jan-2012,4096x2160,Yes,5,128,128 GTexel/s,0
GCN 1.0 Tahiti XT2,1050 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz WindForce 3X OC Edition,No,4.4,600 Watt,35 GPixel/s,None,28nm,32,01-Oct-2012,4096x2160,Yes,5,128,141 GTexel/s,0
GCN 1.0 Tahiti XT2,1000 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz HIS IceQ 3GB Edition,No,4.4,500 Watt,34 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,128,134 GTexel/s,0
GCN 1.0 Tahiti XT2,1070 MHz,2,Yes,DX 12.0,0,No,768KB,AMD,300 Watts,3072 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz MSI Lightning BE 3GB Edition,No,4.4,550 Watt & 46 Amps,37 GPixel/s,1x 6-pin + 1x 8-pin,28nm,32,05-Mar-2013,4096x2160,Yes,5,128,147 GTexel/s,0
GCN 1.0 Tahiti XT2,1000 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,250 Watts,3072 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 GHz Edition,No,4.4,500 Watt & 42 Amps,34 GPixel/s,2x 8-pin,28nm,32,22-Jun-2012,4096x2160,Yes,5,128,134 GTexel/s,0
GCN 1.0 Tahiti XT,1070 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,230 Watts,3072 MB,268.8GB/sec,384 Bit,1400 MHz,GDDR5,Radeon HD 7970 Lightning Edition,No,4.4,650 Watt & 40 Amps,34 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,128,137 GTexel/s,0
GCN 1.0 Tahiti XT,1000 MHz,3,Yes,DX 12.0,1,No,768KB,AMD,300 Watts,3072 MB,268.8GB/sec,384 Bit,1400 MHz,GDDR5,Radeon HD 7970 DirectCU II TOP Edition,No,4.4,N/A,32 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,128,128 GTexel/s,0
GCN 1.0 Tahiti XT,925 MHz,2,Yes,DX 12.0,0,No,768KB,AMD,150 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970 DirectCU II Edition,No,4.4,N/A,30 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,128,118 GTexel/s,0
GCN 1.0 Tahiti XT2,1050 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,250 Watts,3072 MB,288GB/sec,384 Bit,1500 MHz,GDDR5,Radeon HD 7970 Club3D royalAce Edition,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-Sep-2012,4096x2160,Yes,5,128,141 GTexel/s,0
GCN 1.0 Tahiti XT,925 MHz,3,Yes,DX 12.0,1,No,768KB,AMD,300 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970 Asus Edition,No,4.4,500 Watt & 40 Amps,30 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,128,118 GTexel/s,0
GCN 1.0 Tahiti XT,925 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,250 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970,No,4.4,600 Watt & 42 Amps,30 GPixel/s,1x 6-pin + 1x 8-pin,28nm,32,29-Dec-2011,4096x2160,Yes,5,128,118 GTexel/s,0
GCN 1.0 Malta,1050 MHz,2,Yes,DX 12.0,1,No,768KB(x2),AMD,500 Watts,6144 MB,633.6GB/sec,384 Bit,1650 MHz,GDDR5,Radeon HD 7970 Asus ARES II Edition,No,4.4,850 Watt & 42 Amps,70 GPixel/s,None,28nm,32 (x2),01-Jan-2013,2560x1600,Yes,5,128,282 GTexel/s,0
GCN 1.0 Tahiti XT2,1050 MHz,2,Yes,DX 12.0,0,No,768KB,AMD,300 Watts,3072 MB,316.8GB/sec,384 Bit,1650 MHz,GDDR5,Radeon HD 7970 GHz Matrix Platinum Edition,No,4.4,550 Watt & 46 Amps,35 GPixel/s,None,28nm,32,01-Oct-2012,4096x2160,Yes,5,128,141 GTexel/s,0
GCN 1.0 Tahiti XT (x2),925 MHz,0,Yes,DX 12.0,0,No,768KB(x2),AMD,460 Watts,6144 MB,528GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7970 Crossfire,No,4.4,N/A,59 GPixel/s,None,28nm,32 (x2),01-Jan-2012,4096x2160,Yes,5,128,237 GTexel/s,0
GCN 1.0 Tahiti PRO,900 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Sapphire OC 3GB Edition,No,4.4,500 Watt,29 GPixel/s,None,28nm,32,03-Jan-2012,4096x2160,Yes,5,112,101 GTexel/s,0
GCN 1.0 Tahiti PRO,900 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Vapor-X OC Edition,No,4.4,500 Watt,29 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,112,101 GTexel/s,0
GCN 1.0 Tahiti PRO2,900 MHz,0,Yes,DX 12.0,0,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 WindForce Boost Edition,No,4.4,500 Watt,32 GPixel/s,None,28nm,32,01-Oct-2012,4096x2160,Yes,5,112,112 GTexel/s,0
GCN 1.0 Tahiti PRO,950 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Sapphire OC 3GB 950MHz Edition,No,4.4,500 Watt,30 GPixel/s,None,28nm,32,03-May-2012,4096x2160,Yes,5,112,106 GTexel/s,0
GCN 1.0 Tahiti PRO2,880 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 VTX3D 3GB Boost X-Edition,No,4.4,500 Watt,30 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,112,104 GTexel/s,0
GCN 1.0 Tahiti PRO,880 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 PowerColor PCS+ Edition,No,4.4,500 Watt,28 GPixel/s,None,28nm,32,01-Jan-2012,4096x2160,Yes,5,112,99 GTexel/s,0
GCN 1.0 Tahiti PRO,860 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,200 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Sapphire FleX 3GB Edition,No,4.4,500 Watt & 37 Amps,28 GPixel/s,2x 6-pin,28nm,32,15-Feb-2012,4096x2160,Yes,5,112,96 GTexel/s,0
GCN 1.0 Tahiti PRO2,850 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Sapphire 3GB Boost Edition,No,4.4,500 Watt,30 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,112,104 GTexel/s,0
GCN 1.0 Tahiti PRO,880 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 MSI TwinFrozr Edition,No,4.4,N/A,28 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,112,99 GTexel/s,0
GCN 1.1 Tahiti PRO2 (x2),N/A,1,Yes,DX 11.2,1,No,768KB(x2),AMD,150 Watts,6144 MB,480GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 MSI TwinFrozr Boost Edition Crossfire,No,4.2,N/A,61 GPixel/s,None,28nm,32 (x2),10-Oct-2012,4096x2160,Yes,5,112,215 GTexel/s,0
GCN 1.0 Tahiti PRO,830 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 MSI OC Black Edition,No,4.4,N/A,27 GPixel/s,None,28nm,32,10-Oct-2012,4096x2160,Yes,5,112,94 GTexel/s,0
GCN 1.0 Tahiti PRO2,880 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,200 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 MSI TwinFrozr Boost Edition,No,4.4,500 Watt & 33 Amps,31 GPixel/s,2x 6-pin,28nm,32,10-Oct-2012,4096x2160,Yes,5,112,108 GTexel/s,0
GCN 1.0 Tahiti PRO,925 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,200 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7950 XFX Double D 3GB Edition,No,4.4,500 Watt & 33 Amps,30 GPixel/s,2x 6-pin,28nm,32,05-Apr-2012,4096x2160,Yes,5,112,104 GTexel/s,0
GCN 1.0 Tahiti PRO,800 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 IceQ 3GB Edition,No,4.4,500 Watt,26 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,112,90 GTexel/s,0
GCN 1.0 Tahiti PRO,900 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,160 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 IceQ Turbo 3GB Edition,No,4.4,500 Watt,29 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,112,101 GTexel/s,0
GCN 1.0 Tahiti PRO,800 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Double D Edition,No,4.4,500 Watt,26 GPixel/s,None,28nm,32,01-Jan-2012,4096x2160,Yes,5,112,90 GTexel/s,0
GCN 1.0 Tahiti PRO (x2),860 MHz,1,Yes,DX 12.0,1,No,768KB(x2),AMD,150 Watts,6144 MB,480GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Gigabyte WindForce Edition Crossfire,No,4.4,N/A,55 GPixel/s,None,28nm,32 (x2),01-Jun-2012,4096x2160,Yes,5,112,193 GTexel/s,0
GCN 1.0 Tahiti PRO,860 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Gigabyte WindForce Edition,No,4.4,N/A,28 GPixel/s,None,28nm,32,01-Jun-2012,4096x2160,Yes,5,112,96 GTexel/s,0
GCN 1.0 Tahiti PRO,900 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,150 Watts,3072 MB,264GB/sec,384 Bit,1375 MHz,GDDR5,Radeon HD 7950 Double D Black Edition,No,4.4,500 Watt,29 GPixel/s,None,28nm,32,01-Jan-2012,4096x2160,Yes,5,112,101 GTexel/s,0
GCN 1.0 Tahiti PRO,900 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,225 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 DirectCU II TOP Edition,No,4.4,500 Watt,29 GPixel/s,None,28nm,32,02-Feb-2012,4096x2160,Yes,5,112,101 GTexel/s,0
GCN 1.0 Tahiti PRO (x2),800 MHz,0,Yes,DX 12.0,0,No,768KB(x2),AMD,360 Watts,6144 MB,480GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Crossfire,No,4.4,750 Watt & 30 Amps,51 GPixel/s,None,28nm,32 (x2),01-Jan-2012,4096x2160,Yes,5,112,179 GTexel/s,0
GCN 1.0 Tahiti PRO,850 MHz,2,Yes,DX 12.0,1,No,768KB,AMD,200 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Club3D royalKing Edition,No,4.4,N/A,27 GPixel/s,None,28nm,32,01-Nov-2012,4096x2160,Yes,5,112,95 GTexel/s,0
GCN 1.0 Tahiti PRO2 (x2),850 MHz,1,Yes,DX 12.0,1,No,768KB(x2),AMD,150 Watts,6144 MB,480GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Boost Edition Crossfire,No,4.4,N/A,59 GPixel/s,None,28nm,32 (x2),01-Aug-2012,4096x2160,Yes,5,112,207 GTexel/s,0
GCN 1.0 Tahiti PRO (x3),800 MHz,3,Yes,DX 12.0,3,No,768KB(x3),AMD,540 Watts,9216 MB,720GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 3-way Crossfire,No,4.4,N/A,77 GPixel/s,None,28nm,32 (x3),01-Jan-2012,4096x2160,Yes,5,112,269 GTexel/s,0
GCN 1.0 Tahiti PRO2,850 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,200 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Boost Edition,No,4.4,500 Watt & 33 Amps,30 GPixel/s,2x 6-pin,28nm,32,22-Jul-2012,4096x2160,Yes,5,112,104 GTexel/s,0
GCN 1.0 Tahiti PRO,900 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,225 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950 Asus DirectCU II TOP 3GB Edition,No,4.4,500 Watt & 33 Amps,29 GPixel/s,2x 6-pin,28nm,32,31-Jan-2012,4096x2160,Yes,5,112,101 GTexel/s,0
GCN 1.0 Tahiti LE,925 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,192GB/sec,256 Bit,1500 MHz,GDDR5,Radeon HD 7870 XT Sapphire Edition,No,4.4,500 Watt,30 GPixel/s,None,28nm,32,01-Oct-2012,4096x2160,Yes,5,96,89 GTexel/s,0
GCN 1.0 Tahiti LE,925 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,185 Watts,2048 MB,192GB/sec,256 Bit,1500 MHz,GDDR5,Radeon HD 7870 XT PowerColor Myst. Edition,No,4.4,500 Watt & 33 Amps,31 GPixel/s,2x 6-pin,28nm,32,22-Nov-2012,4096x2160,Yes,5,96,94 GTexel/s,0
GCN 1.0 Tahiti PRO,800 MHz,1,Yes,DX 12.0,1,No,768KB,AMD,200 Watts,3072 MB,240GB/sec,384 Bit,1250 MHz,GDDR5,Radeon HD 7950,No,4.4,500 Watt & 33 Amps,26 GPixel/s,2x 6-pin,28nm,32,31-Jan-2012,4096x2160,Yes,5,112,90 GTexel/s,0
GCN 1.0 Tahiti LE (x2),925 MHz,0,Yes,DX 12.0,0,No,512KB(x2),AMD,350 Watts,4096 MB,384GB/sec,256 Bit,1500 MHz,GDDR5,Radeon HD 7870 XT Crossfire,No,4.4,750 Watt,59 GPixel/s,None,28nm,32 (x2),01-Nov-2012,4096x2160,Yes,5,96,178 GTexel/s,0
GCN 1.0 Tahiti LE,925 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,185 Watts,2048 MB,192GB/sec,256 Bit,1500 MHz,GDDR5,Radeon HD 7870 XT,No,4.4,500 Watt,30 GPixel/s,2x 6-pin,28nm,32,01-Nov-2012,4096x2160,Yes,5,96,89 GTexel/s,0
GCN 1.0 Pitcairn XT,1000 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 XFX Core Edition,No,4.4,500 Watt,32 GPixel/s,None,28nm,32,01-Mar-2012,4096x2160,Yes,5,80,80 GTexel/s,0
GCN 1.0 Pitcairn XT (x2),1050 MHz,1,Yes,DX 12.0,1,No,512KB(x2),AMD,150 Watts,4096 MB,320GB/sec,256 Bit,1250 MHz,GDDR5,Radeon HD 7870 Sapphire GHz OC Edition CrossFire,No,4.4,500 Watt,67 GPixel/s,None,28nm,32 (x2),25-Jun-2012,4096x2160,Yes,5,80,168 GTexel/s,0
GCN 1.0 Pitcairn XT,1050 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 Twin Frozr III OC 2GB Edition,No,4.4,N/A,34 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,80,84 GTexel/s,0
GCN 1.0 Pitcairn XT,1100 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,2048 MB,156.8GB/sec,256 Bit,1225 MHz,GDDR5,Radeon HD 7870 PowerColor PCS+ 2GB Edition,No,4.4,500 Watt & 33 Amps,35 GPixel/s,1x 6-pin,28nm,32,05-Mar-2012,4096x2160,Yes,5,80,88 GTexel/s,0
GCN 1.0 Pitcairn XT,1000 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 Sapphire GHz 2GB Edition,No,4.4,500 Watt & 37 Amps,32 GPixel/s,2x 6-pin,28nm,32,05-Mar-2012,4096x2160,Yes,5,80,80 GTexel/s,0
GCN 1.0 Pitcairn XT,1050 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,160GB/sec,256 Bit,1250 MHz,GDDR5,Radeon HD 7870 Sapphire GHz OC Edition,No,4.4,500 Watt,34 GPixel/s,None,28nm,32,25-Jun-2012,4096x2160,Yes,5,80,84 GTexel/s,0
GCN 1.0 Pitcairn XT,1150 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,160GB/sec,256 Bit,1250 MHz,GDDR5,Radeon HD 7870 PCS+ Vortex II Edition,No,4.4,500 Watt,37 GPixel/s,None,28nm,32,01-Sep-2012,4096x2160,Yes,5,80,92 GTexel/s,0
GCN 1.0 Pitcairn XT,1100 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,160GB/sec,256 Bit,1250 MHz,GDDR5,Radeon HD 7870 PowerColor Devil Edition,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-May-2012,4096x2160,Yes,5,80,88 GTexel/s,0
GCN 1.0 Pitcairn XT,1050 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 MSI OC Edition,No,4.4,N/A,34 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,80,84 GTexel/s,0
GCN 1.0 Pitcairn XT,1100 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,160GB/sec,256 Bit,1250 MHz,GDDR5,Radeon HD 7870 HIS IceQ X Turbo Edition,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-Apr-2012,4096x2160,Yes,5,80,88 GTexel/s,0
GCN 1.0 Pitcairn XT,1030 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 PowerColor OC Edition,No,4.4,N/A,33 GPixel/s,None,28nm,32,01-Jun-2012,4096x2160,Yes,5,80,82 GTexel/s,0
GCN 1.0 Pitcairn XT,1100 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 MSI Hawk Edition,No,4.4,N/A,35 GPixel/s,None,28nm,32,01-Feb-2012,4096x2160,Yes,5,80,88 GTexel/s,0
GCN 1.0 Pitcairn XT,1100 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 HIS IceQ Turbo Edition,No,4.4,500 Watt,35 GPixel/s,None,28nm,32,01-Apr-2012,4096x2160,Yes,5,80,88 GTexel/s,0
GCN 1.0 Pitcairn XT,1100 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 Gigabyte OC Edition,No,4.4,500 Watt & 35 Amps,35 GPixel/s,None,28nm,32,01-May-2012,4096x2160,Yes,5,80,88 GTexel/s,0
GCN 1.0 Pitcairn XT,1000 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 HIS IceQ Edition,No,4.4,500 Watt,32 GPixel/s,None,28nm,32,01-Apr-2012,4096x2160,Yes,5,80,80 GTexel/s,0
GCN 1.0 Pitcairn XT,1010 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,154.9GB/sec,256 Bit,1210 MHz,GDDR5,Radeon HD 7870 DirectCU II 2GB Edition,No,4.4,N/A,32 GPixel/s,None,28nm,32,01-Jun-2012,4096x2160,Yes,5,80,81 GTexel/s,0
GCN 1.0 Pitcairn XT,1000 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 Double D Edition,No,4.4,500 Watt,32 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,80,80 GTexel/s,0
GCN 1.0 Pitcairn XT,1100 MHz,1,Yes,DX 12.0,1,No,512KB,AMD,175 Watts,2048 MB,153.6GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 DirectCU II TOP v2 Edition,No,4.4,500 Watt & 35 Amps,35 GPixel/s,None,28nm,32,01-May-2012,4096x2160,Yes,5,80,88 GTexel/s,0
GCN 1.0 Pitcairn XT (x2),1000 MHz,0,Yes,DX 12.0,0,No,512KB(x2),AMD,350 Watts,4096 MB,307.2GB/sec,256 Bit,1200 MHz,GDDR5,Radeon HD 7870 Crossfire,No,4.4,600 Watt,64 GPixel/s,None,28nm,32 (x2),01-Mar-2012,4096x2160,Yes,5,80,160 GTexel/s,0
GCN 1.0 Pitcairn XT,1050 MHz,2,Yes,DX 12.0,1,No,512KB,AMD,150 Watts,2048 MB,160GB/sec,256 Bit,1250 MHz,GDDR5,Radeon HD 7870 Double D Black Edition,No,4.4,500 Watt,34 GPixel/s,None,28nm,32,01-Aug-2012,4096x2160,Yes,5,80,84 GTexel/s,0
